,date,Comment,Sentiment_b,longitude,latitude
17596,2015-07-15 12:45:58,"She's just another wall-street candidate, with a few super pacs supporting her to boot. I hate the fact that this is the best out there and the only one anyone on the left who is taken seriously. I hate, hate, hate the fact that I'm going to have to end up voting for her just to keep what ever GOP bozo they put up against her.Now Sanders is a candidate I can stand behind. Elizabeth Warren would have been my first choice. But Clinton?!?!  C'mon. The inevitability of her winning the democratic nomination coupled with the unfortunate and ridiculousness of a two party system is, frankly, depressing. Politics aren't dead, but democracy truly is in this country.",0.0,-97.6475,31.105999999999998
18965,2015-07-15 13:09:57,"Mary Lee Sargent said: ‘‘I love that she is a woman — that’s a huge deal for me’’.I wonder what is more important for Mary Lee Sargent, that Hillary Clinton is a liar and a corrupt person or that she ""is a woman""?",1.0,-119.7462,36.17
18963,2015-07-15 15:23:06,Poor Hillary. She needs lots of caffeine tablets to keep going. Clinton herself must be praying for someone else to run. She is worn out!,0.0,-119.7462,36.17
18961,2015-07-15 16:03:30,"I don't understand Hillary's popularity. Besides being secretive and controlling, she's apparently burned out on public life. She occasionally drums up a show of enthusiasm for workers' rights, but her speech on the whole sounds by rote, weary of politics. Is she running just so she won't disappoint the party, or to be the first woman president? Many voters have no interest in the personal Clinton or Romney or most other candidates. We want to know who they are professionally as presidential hopefuls, and in spite of Clinton's majority devoted following, she isn't cutting it. If Hillary wins, she'll likely do her own thing, pass all sorts of restrictive laws and avoid the press so the people have no idea what's going on. Clinton or Trump. Whoever votes in either one deserves the consequences. Wishing Sanders could win, at the same time I get the Sovereign Citizen movement. After Election 2016 I may ignore government completely and escape into adventurous autonomy.         ",1.0,-119.7462,36.17
24887,2015-07-15 17:36:54,Great! Now we can Re-Re-Re- Reject Hillary Clinton!,1.0,-91.8749,31.1801
13390,2015-07-16 00:59:38,"Bernie Sanders is about to eclipse Donald Trump's rally turnout in Arizona -- conservative Arizona! -- and the Times is giving Hillary Clinton a full getting-to-know-you magazine spread even though she can't get her campaign out of first gear.How about reporting more information about candidates whose ideas and passion are already winning over ordinary people, rather than reporting on candidates whose flameless rhetoric is winning over only people who want jobs and favors from the next administration?",1.0,-111.3877,33.7712
23856,2015-07-16 07:58:38,"It is great to see a trust but verify solution was made, in such a way that greater trust could be built over time.  Fantastic job by Kerry and his team, now if he could negotiate that Clinton won't run and he would run as president may make for a better election then a Clinton vs Bush part deux ....",1.0,-86.2604,39.8647
16416,2015-07-16 13:19:20,"The artical was brilliant in it's portrayal of the  uneventful history of Hillary in politics, in excruciatingly dull detail. The jury seems to be in. Hillary Clinton is ""Meh"" .......",1.0,-74.9384,42.1497
21803,2015-07-17 04:16:21,"Great column but a quibble with this statement:""Hillary Clinton gave her first big economic speech on Monday, and progressives were by and large gratified.""Many of aren't sure of the depth of her commitment.  So ""gratified"" is a bit of an overstatement.   (In contrast, there's no question about Sanders' true commitments.)",1.0,-71.5314,42.2373
20695,2015-07-17 05:27:22,"I didn’t hear one “Benghazi! Benghazi! Benghazi!” on Monday. Of course, I could have missed them, mind-numbed as I was by the Clintonesque generality of her “policy” options. As Peggy Noonan put it, “ ’consumer economy,’ ‘quality, affordable child care,’ ‘paid family leave.’ ” You couldn’t find a program or a fiscal factoid in there with a microscope and a set of tweezers. But, then, I don’t remember a true proffered program from Hillary Clinton since HillaryCare back in the nineties, and perhaps she learned her lesson then by the lumps she took over it. These days she offers warm cookies to true-believers.Peggy also noted that the Hillster made two references to “rising health care costs”, and that one might have thought from all the rhetoric that we’d taken care of that already. I guess not.But The Professor’s really flogging the minimum wage. He claims little or no evidence that it actually costs jobs, but that employers, infused with a warm light for all mankind, see only improved morale and ignore added cost. Yet we all know that this is not the generally received wisdom. The National Bureau of Economic Research (NBER), a widely respected private research organization that even once employed Paul Krugman, disagrees. You can read their study here:  gave Hillary a B on her speech – it was a good opportunity to pass out cookies, and it won’t offend many.",1.0,-74.5089,40.314
18994,2015-07-17 05:46:58,"Good,  Finally we are having the dialog silenced by Reagan and his legacy of running the pay of people into the ground.  We needed to have the discussion thirty years ago.  It has always been apparent to me that there was never any intention by the Republicans but to keep as many people as possible stuck in a stagnant pay structure.  Not just minimum wage workers. but the majority of people .  As  a life long Democrat I feel strongly this is our main issue, most Democrats caved years ago on it and now is an opportunity for them to save face and do something real, that will affect everybody.   I'm a 57 year old gay man. and got the GOP idiocy head on when young.  Gay marriage is great, but I could have stood somebody standing up for me where it counts most,  the wallet.This is the main theme and other stuff will fall in line, just like under FDR, just like they did in postwar Europe.  What a dumb set of choices Democrats made when they, like Bill Clinton did, bought into the ""magic marketplace"" concept.  Never could, never would work.",1.0,-119.7462,36.17
